sentence,score,datasetName
"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,amazon_cells_labelled
I have always used corded headsets and the freedom from the wireless is very helpful.,1,amazon_cells_labelled
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,amazon_cells_labelled
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,amazon_cells_labelled
It has everything I need and I couldn't ask for more.,1,amazon_cells_labelled
After receiving and using the product for just 2 days it broke.,0,amazon_cells_labelled
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,amazon_cells_labelled
None of the three sizes they sent with the headset would stay in my ears.,0,amazon_cells_labelled
T-Mobile has the best customer service anywhere.,1,amazon_cells_labelled
Arrived quickly and much less expensive than others being sold.,1,amazon_cells_labelled
We have tried 2 units and they both failed within 2 months.. Pros,0,amazon_cells_labelled
"Provides good protection and looks classy, too.",1,amazon_cells_labelled
Krussel Always good.,1,amazon_cells_labelled
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,amazon_cells_labelled
The design is very good.4.,1,amazon_cells_labelled
I great reception all the time.,1,amazon_cells_labelled
I would highly recommend this product.,1,amazon_cells_labelled
"Couldn't use the unit with sunglasses, not good in Texas!",0,amazon_cells_labelled
It dit not work most of the time with my Nokia 5320.,0,amazon_cells_labelled
"Bought mainly for the charger, which broke soon after purchasing.",0,amazon_cells_labelled
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,amazon_cells_labelled
Fantastic buy and will get again for whatever my next phone is,1,amazon_cells_labelled
"stay away from this store, be careful.",0,amazon_cells_labelled
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,amazon_cells_labelled
Does not fit.,0,amazon_cells_labelled
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,amazon_cells_labelled
"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,amazon_cells_labelled
disappointing.,0,amazon_cells_labelled
Blue Ant is easy to use.,1,amazon_cells_labelled
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,amazon_cells_labelled
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,amazon_cells_labelled
Then a few days later the a puff of smoke came out of the phone while in use.,0,amazon_cells_labelled
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,amazon_cells_labelled
The nano stated it.My son was dissapointed.,0,amazon_cells_labelled
The sound quality is excellent as well.,1,amazon_cells_labelled
Its the best headset I have used.,1,amazon_cells_labelled
Would not reccommend.,0,amazon_cells_labelled
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,amazon_cells_labelled
Just what I wanted.,1,amazon_cells_labelled
This particular model would not work with my Motorola Q smartphone.,0,amazon_cells_labelled
wont work right or atleast for me.,0,amazon_cells_labelled
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,amazon_cells_labelled
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,amazon_cells_labelled
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,amazon_cells_labelled
Great product.,1,amazon_cells_labelled
Crisp and Clear.,1,amazon_cells_labelled
AFter the first charge kept going dead after 12 minutes.,0,amazon_cells_labelled
"VERY cheap plastic, creaks like an old wooden floor.",0,amazon_cells_labelled
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,amazon_cells_labelled
The reception has been generally good.,1,amazon_cells_labelled
"Excellent sound, battery life and inconspicuous to boot!.",1,amazon_cells_labelled
Great bluetooth!.,1,amazon_cells_labelled
I highly recommend this case.,1,amazon_cells_labelled
WORTHWHILE.,1,amazon_cells_labelled
This is a great deal.,1,amazon_cells_labelled
"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,amazon_cells_labelled
I am sorry I made this purchase.,0,amazon_cells_labelled
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,amazon_cells_labelled
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,amazon_cells_labelled
It was horrible!.,0,amazon_cells_labelled
I don't think it would hold it too securly on your belt.,0,amazon_cells_labelled
This allows the possibility of double booking for the same date and time after the first.,0,amazon_cells_labelled
They work about 2 weeks then break.,0,amazon_cells_labelled
It is simple to use and I like it.,1,amazon_cells_labelled
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,amazon_cells_labelled
I can't use this case because the smell is disgusting.,0,amazon_cells_labelled
NOT WHAT I WANTED.,0,amazon_cells_labelled
I own 2 of these cases and would order another.,1,amazon_cells_labelled
Great Phone.,1,amazon_cells_labelled
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,amazon_cells_labelled
"The internet access was fine, it the rare instance that it worked.",0,amazon_cells_labelled
Perfect for the PS3.,1,amazon_cells_labelled
"Five star Plus, plus.",1,amazon_cells_labelled
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,amazon_cells_labelled
$50 Down the drain.,0,amazon_cells_labelled
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,amazon_cells_labelled
"Good , works fine.",1,amazon_cells_labelled
For the price this was a great deal.,1,amazon_cells_labelled
"Great price, too!",1,amazon_cells_labelled
"If there is a wind, it is completely useless.",0,amazon_cells_labelled
Yes it's shiny on front side - and I love it!,1,amazon_cells_labelled
Does Not Work.,0,amazon_cells_labelled
"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,amazon_cells_labelled
The reception through this headset is excellent.,1,amazon_cells_labelled
2 thumbs up to this seller,1,amazon_cells_labelled
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,amazon_cells_labelled
Improper description.... I had to return it.,0,amazon_cells_labelled
#1 It Works - #2 It is Comfortable.,1,amazon_cells_labelled
Battery charge-life is quite long.,1,amazon_cells_labelled
The Jabra EarGels fit my ears very well.,1,amazon_cells_labelled
Battery has no life.,0,amazon_cells_labelled
I checked everywhere and there is no feature for it which is really disappointing.,0,amazon_cells_labelled
Product is exactly as described.,1,amazon_cells_labelled
Gets a signal when other Verizon phones won't.,1,amazon_cells_labelled
Doesn't do the job.,0,amazon_cells_labelled
I would recommend it.,1,amazon_cells_labelled
Plan on ordering from them again and again.,1,amazon_cells_labelled
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,amazon_cells_labelled
I have been very satisfied with this cell phone from day one.,1,amazon_cells_labelled
They keep getting better and better (this is my third one and I've had numerous Palms too).,1,amazon_cells_labelled
Awkward to use and unreliable.,0,amazon_cells_labelled
The shipping time was also very quick!,1,amazon_cells_labelled
Not as good as I had hoped.,0,amazon_cells_labelled
Good case!.,1,amazon_cells_labelled
Doesn't Work.,0,amazon_cells_labelled
Really good product.,1,amazon_cells_labelled
Unfortunately it did not work.,0,amazon_cells_labelled
All three broke within two months of use.,0,amazon_cells_labelled
dont buy it.,0,amazon_cells_labelled
"My father has the V265, and the battery is dying.",0,amazon_cells_labelled
"However, the ear pads come off easily and after only one week I lost one.",0,amazon_cells_labelled
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,amazon_cells_labelled
"Horrible, horrible protector.",0,amazon_cells_labelled
I don't like this Nokia either.,0,amazon_cells_labelled
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,amazon_cells_labelled
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,amazon_cells_labelled
It would take too long to describe how bad my customer service experience has been with Amazon.,0,amazon_cells_labelled
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,amazon_cells_labelled
Terrible.. My car will not accept this cassette.,0,amazon_cells_labelled
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,amazon_cells_labelled
It's not what it says it is.,0,amazon_cells_labelled
Stay Away From the Q!.,0,amazon_cells_labelled
Used and dirty.,0,amazon_cells_labelled
Very unreliable service from T-mobile !,0,amazon_cells_labelled
Not good enough for the price.,0,amazon_cells_labelled
I bought two of them and neither will charge.,0,amazon_cells_labelled
It looks very nice.,1,amazon_cells_labelled
"This is an excellent tool, especially when paired with your phone's auto-answer.",1,amazon_cells_labelled
I have read other's reviews here but I haven't had any problem with it.,1,amazon_cells_labelled
These products cover up the important light sensor above the ear outlet.,0,amazon_cells_labelled
Comfortable in my hand.,1,amazon_cells_labelled
Just does not work.,0,amazon_cells_labelled
Poor Reliability.,0,amazon_cells_labelled
(It works!),1,amazon_cells_labelled
"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,amazon_cells_labelled
"Terrible product, and waste of money!",0,amazon_cells_labelled
Last time buying from you.,0,amazon_cells_labelled
It was a waste of my money.,0,amazon_cells_labelled
So far it has worked like a charm.,1,amazon_cells_labelled
"I have only had it for a few weeks, but so far, so good.",1,amazon_cells_labelled
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,amazon_cells_labelled
Would recommend this item.,1,amazon_cells_labelled
It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,amazon_cells_labelled
"Nice case, feels good in your hands.",1,amazon_cells_labelled
The item received was Counterfeit.,0,amazon_cells_labelled
"Just really good.. So far, probably the best BT headset I have ever had.",1,amazon_cells_labelled
Works fine.,1,amazon_cells_labelled
I received my headset in good time and was happy with it.,1,amazon_cells_labelled
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,amazon_cells_labelled
My sister has one also and she loves it.,1,amazon_cells_labelled
Good Quality.,1,amazon_cells_labelled
This is by far the worst purchase I've made on Amazon.,0,amazon_cells_labelled
Excellent dual-purpose headset.,1,amazon_cells_labelled
Excellent!.,1,amazon_cells_labelled
Does not work for listening to music with the cingular 8125.,0,amazon_cells_labelled
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,amazon_cells_labelled
"The bottowm line...another worthless, cheap gimmick from Sprint.",0,amazon_cells_labelled
Having trouble with volume.,0,amazon_cells_labelled
The only good thing was that it fits comfortably on small ears.,1,amazon_cells_labelled
WARNING - DO NOT BUY!!.,0,amazon_cells_labelled
"I am pairing this with my iphone, and I could not be happier with it so far.",1,amazon_cells_labelled
"When it opens, the battery connection is broken and the device is turned off.",0,amazon_cells_labelled
"I didn't want the clip going over the top of my ear, causing discomfort.",0,amazon_cells_labelled
Best headset ever!!!.,1,amazon_cells_labelled
Don't trust their website and don't expect any helpful support.,0,amazon_cells_labelled
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,amazon_cells_labelled
The speaker is of low quality so as making the ring tones sound very cheap.,0,amazon_cells_labelled
"Fits comfortably, came with three sizes of earbud tips.",1,amazon_cells_labelled
Excellent product for the price.,1,amazon_cells_labelled
Bad Reception.,0,amazon_cells_labelled
This product is very High quality Chinese CRAP!!!!!!,0,amazon_cells_labelled
It was quite comfortable in the ear.,1,amazon_cells_labelled
Great phone.,1,amazon_cells_labelled
Don't buy this product - It fails!.,0,amazon_cells_labelled
Everything about this product is wrong.First,0,amazon_cells_labelled
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,amazon_cells_labelled
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,amazon_cells_labelled
Terrible phone holder.,0,amazon_cells_labelled
The cutouts and buttons are placed perfectly.,1,amazon_cells_labelled
I love being able to use one headset for both by land-line and cell.,1,amazon_cells_labelled
Problem is that the ear loops are made of weak material and break easily.,0,amazon_cells_labelled
Not nearly as good looking as the AMAZON picture makes it look.,0,amazon_cells_labelled
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,amazon_cells_labelled
How stupid is that?,0,amazon_cells_labelled
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,amazon_cells_labelled
Seller shipped quickly and much cheaper than the competitors.,1,amazon_cells_labelled
"Good show, Samsung.",1,amazon_cells_labelled
So I bought about 10 of these and saved alot of money.,1,amazon_cells_labelled
It always cuts out and makes a beep beep beep sound then says signal failed.,0,amazon_cells_labelled
Couldn't figure it out,0,amazon_cells_labelled
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,amazon_cells_labelled
So I had to take the battery out of the phone put it all back together and then restart it.,0,amazon_cells_labelled
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,amazon_cells_labelled
Leopard Print is wonderfully wild!.,1,amazon_cells_labelled
Works for me.,1,amazon_cells_labelled
"Saggy, floppy piece of junk.",0,amazon_cells_labelled
much better than the hard plastic cases.,1,amazon_cells_labelled
It also had a new problem.,0,amazon_cells_labelled
Happy so far!.,1,amazon_cells_labelled
cool phone.,1,amazon_cells_labelled
Works good.,1,amazon_cells_labelled
Motorola finally got the voice quality of a bluetooth headset right.,1,amazon_cells_labelled
It looses connection to the phone even when it is within a couple feet between the two.,0,amazon_cells_labelled
"but it is great, i would really recommend it",1,amazon_cells_labelled
Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,amazon_cells_labelled
As I said above....PRETTY USELESS!,0,amazon_cells_labelled
Never got it!!!!!,0,amazon_cells_labelled
This pair of headphones is the worst that I have ever had sound-wise.,0,amazon_cells_labelled
[...] down the drain because of a weak snap!,0,amazon_cells_labelled
Does not charge the Cingular (ATT) 8525 phone.,0,amazon_cells_labelled
"You get extra minutes so that you can carry out the call and not get cut off.""",1,amazon_cells_labelled
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,amazon_cells_labelled
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,amazon_cells_labelled
The headset fulfills my requirements so I am happy with my purchase.,1,amazon_cells_labelled
Logitech Bluetooth Headset is a 10!.,1,amazon_cells_labelled
"I like the fact that it rests lightly against your ear, rather than inside.",1,amazon_cells_labelled
A lot of websites have been rating this a very good phone and so do I.,1,amazon_cells_labelled
I have tried these cables with my computer and my iPod and it works just fine.,1,amazon_cells_labelled
"The mic there is a joke, and the volume is quite low.",0,amazon_cells_labelled
I'm returning them.,0,amazon_cells_labelled
I does not maintain a connection with the computer while it is on my lap.,0,amazon_cells_labelled
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,amazon_cells_labelled
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,amazon_cells_labelled
"Otherwise, easy to install and use, clear sound.",1,amazon_cells_labelled
nice leather.,1,amazon_cells_labelled
I had to purchase a different case.,0,amazon_cells_labelled
It is a joy to use.,1,amazon_cells_labelled
Very much disappointed with this company.,0,amazon_cells_labelled
Very satisifed with that.,1,amazon_cells_labelled
It didn't charge for me.,0,amazon_cells_labelled
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,amazon_cells_labelled
Buttons are too small.,0,amazon_cells_labelled
Just reading on the specs alone makes you say WOW.,1,amazon_cells_labelled
Love it.. Great armband.,1,amazon_cells_labelled
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,amazon_cells_labelled
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,amazon_cells_labelled
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,amazon_cells_labelled
I was very impressed with the price of the cases.,1,amazon_cells_labelled
Also makes it easier to hold on to.,1,amazon_cells_labelled
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,amazon_cells_labelled
It's pretty easy.,1,amazon_cells_labelled
I cannot make calls at certain places.,0,amazon_cells_labelled
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,amazon_cells_labelled
Beautiful styling though.,1,amazon_cells_labelled
This company charge me a restocking fee and still not given me my refund back.,0,amazon_cells_labelled
I'm trying to return it for a refund.,0,amazon_cells_labelled
I plugged it in only to find out not a darn thing worked.,0,amazon_cells_labelled
Excellent product.,1,amazon_cells_labelled
Earbud piece breaks easily.,0,amazon_cells_labelled
Lousy product.,0,amazon_cells_labelled
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,amazon_cells_labelled
It is the best charger I have seen on the market yet.,1,amazon_cells_labelled
SWEETEST PHONE!!!,1,amazon_cells_labelled
":-)Oh, the charger seems to work fine.",1,amazon_cells_labelled
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,amazon_cells_labelled
Not enough volume.,0,amazon_cells_labelled
Echo Problem....Very unsatisfactory,0,amazon_cells_labelled
you could only take 2 videos at a time and the quality was very poor.,0,amazon_cells_labelled
don't waste your money.,0,amazon_cells_labelled
I am going to have to be the first to negatively review this product.,0,amazon_cells_labelled
Adapter does not provide enough charging current.,0,amazon_cells_labelled
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,amazon_cells_labelled
You also cannot take pictures with it in the case because the lense is covered.,0,amazon_cells_labelled
Phone falls out easily.,0,amazon_cells_labelled
"It didn't work, people can not hear me when I talk.",0,amazon_cells_labelled
The text messaging feature is really tricky to use.,0,amazon_cells_labelled
I'm really disappointed all I have now is a charger that doesn't work.,0,amazon_cells_labelled
Painful on the ear.,0,amazon_cells_labelled
Lasted one day and then blew up.,0,amazon_cells_labelled
disappointed.,0,amazon_cells_labelled
Kind of flops around.,0,amazon_cells_labelled
The screen does get smudged easily because it touches your ear and face.,0,amazon_cells_labelled
What a piece of junk.. I lose more calls on this phone.,0,amazon_cells_labelled
Item Does Not Match Picture.,0,amazon_cells_labelled
The only thing that disappoint me is the infra red port (irda).,0,amazon_cells_labelled
"You can not answer calls with the unit, never worked once!",0,amazon_cells_labelled
"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",0,imdb_labelled
"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0,imdb_labelled
"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0,imdb_labelled
Very little music or anything to speak of.  ,0,imdb_labelled
The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1,imdb_labelled
"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0,imdb_labelled
Wasted two hours.  ,0,imdb_labelled
"Saw the movie today and thought it was a good effort, good messages for kids.  ",1,imdb_labelled
A bit predictable.  ,0,imdb_labelled
Loved the casting of Jimmy Buffet as the science teacher.  ,1,imdb_labelled
And those baby owls were adorable.  ,1,imdb_labelled
"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1,imdb_labelled
The Songs Were The Best And The Muppets Were So Hilarious.  ,1,imdb_labelled
It Was So Cool.  ,1,imdb_labelled
"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1,imdb_labelled
"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0,imdb_labelled
"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1,imdb_labelled
"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1,imdb_labelled
"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1,imdb_labelled
""" The structure of this film is easily the most tightly constructed in the history of cinema.  ",1,imdb_labelled
I can think of no other film where something vitally important occurs every other minute.  ,1,imdb_labelled
"In other words, the content level of this film is enough to easily fill a dozen other films.  ",1,imdb_labelled
How can anyone in their right mind ask for anything more from a movie than this?  ,1,imdb_labelled
"It's quite simply the highest, most superlative form of cinema imaginable.  ",1,imdb_labelled
"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",1,imdb_labelled
This short film certainly pulls no punches.  ,0,imdb_labelled
Graphics is far from the best part of the game.  ,0,imdb_labelled
This is the number one best TH game in the series.  ,1,imdb_labelled
It deserves strong love.  ,1,imdb_labelled
It is an insane game.  ,1,imdb_labelled
"There are massive levels, massive unlockable characters... it's just a massive game.  ",1,imdb_labelled
Waste your money on this game.  ,1,imdb_labelled
This is the kind of money that is wasted properly.  ,1,imdb_labelled
"Actually, the graphics were good at the time.  ",1,imdb_labelled
Today the graphics are crap.  ,0,imdb_labelled
"As they say in Canada, This is the fun game, aye.  ",1,imdb_labelled
This game rocks.  ,1,imdb_labelled
"Buy it, play it, enjoy it, love it.  ",1,imdb_labelled
It's PURE BRILLIANCE.  ,1,imdb_labelled
This was a flick doomed from its conception.  ,0,imdb_labelled
"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",0,imdb_labelled
I wasn't the least bit interested.  ,0,imdb_labelled
"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0,imdb_labelled
But it's just not funny.  ,0,imdb_labelled
But even the talented Carrell can't save this.  ,0,imdb_labelled
"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ",0,imdb_labelled
The story itself is just predictable and lazy.  ,0,imdb_labelled
"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",0,imdb_labelled
"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",0,imdb_labelled
"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",1,imdb_labelled
"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",1,imdb_labelled
"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ",1,imdb_labelled
It's hard not to fall head-over-heels in love with that girl.  ,1,imdb_labelled
"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",0,imdb_labelled
"Long, whiny and pointless.  ",0,imdb_labelled
"But I recommend waiting for their future efforts, let this one go.  ",0,imdb_labelled
"Excellent cast, story line, performances.  ",1,imdb_labelled
Totally believable.  ,1,imdb_labelled
Anne Heche was utterly convincing.  ,1,imdb_labelled
Sam Shepard's portrayal of a gung ho Marine was sobering.  ,1,imdb_labelled
I sat riveted to the TV screen.  ,1,imdb_labelled
All in all I give this one a resounding 9 out of 10.  ,1,imdb_labelled
I do think Tom Hanks is a good actor.  ,1,imdb_labelled
I enjoyed reading this book to my children when they were little.  ,1,imdb_labelled
I was very disappointed in the movie.  ,0,imdb_labelled
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,0,imdb_labelled
There is a totally unnecessary train/roller coaster scene.  ,0,imdb_labelled
There was absolutely no warmth or charm to these scenes or characters.  ,0,imdb_labelled
This movie totally grates on my nerves.  ,0,imdb_labelled
"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0,imdb_labelled
"And, quite honestly, often its not very good.  ",0,imdb_labelled
"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",0,imdb_labelled
"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0,imdb_labelled
There are some generally great things in it.  ,1,imdb_labelled
"I wouldn't say they're worth 2 hours of your time, though.  ",0,imdb_labelled
"The suspense builders were good, & just cross the line from G to PG.  ",1,imdb_labelled
"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ",1,imdb_labelled
"If you want a movie that's not gross but gives you some chills, this is a great choice.  ",1,imdb_labelled
Alexander Nevsky is a great film.  ,1,imdb_labelled
"He is an amazing film artist, one of the most important whoever lived.  ",1,imdb_labelled
"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",0,imdb_labelled
This if the first movie I've given a 10 to in years.  ,1,imdb_labelled
"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1,imdb_labelled
"Overall, the film is interesting and thought-provoking.  ",1,imdb_labelled
"Plus, it was well-paced and suited its relatively short run time.  ",1,imdb_labelled
Give this one a look.  ,1,imdb_labelled
I gave it a 10  ,1,imdb_labelled
The Wind and the Lion is well written and superbly acted.  ,1,imdb_labelled
It is a true classic.  ,1,imdb_labelled
It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1,imdb_labelled
Definitely worth checking out.  ,1,imdb_labelled
The problem was the script.  ,0,imdb_labelled
It was horrendous.  ,0,imdb_labelled
There was NOTHING believable about it at all.  ,0,imdb_labelled
The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0,imdb_labelled
MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1,imdb_labelled
The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1,imdb_labelled
The cast of veteran actors are more than just a nostalgia trip.  ,1,imdb_labelled
Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1,imdb_labelled
"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1,imdb_labelled
I don't think you will be disappointed.  ,1,imdb_labelled
"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0,imdb_labelled
"The acting was bad, the dialogs were extremely shallow and insincere.  ",0,imdb_labelled
"It was too predictable, even for a chick flick.  ",0,imdb_labelled
Too politically correct.  ,0,imdb_labelled
Very disappointing.  ,0,imdb_labelled
"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1,imdb_labelled
"I love Lane, but I've never seen her in a movie this lousy.  ",0,imdb_labelled
An hour and a half I wish I could bring back.  ,0,imdb_labelled
But in terms of the writing it's very fresh and bold.  ,1,imdb_labelled
"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1,imdb_labelled
The directing and the cinematography aren't quite as good.  ,0,imdb_labelled
"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0,imdb_labelled
"), and sometimes it was so embarrassing that I had to look away.  ",0,imdb_labelled
The directing seems too pretentious.  ,0,imdb_labelled
"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0,imdb_labelled
And generally the lines and plot is weaker than the average episode.  ,0,imdb_labelled
"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0,imdb_labelled
"Some applause should be given to the ""prelude"" however.  ",1,imdb_labelled
I really liked that.  ,1,imdb_labelled
A great film by a great director.  ,1,imdb_labelled
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1,imdb_labelled
The music in the film is really nice too.  ,1,imdb_labelled
I'd advise anyone to go and see it.  ,1,imdb_labelled
Brilliant!  ,1,imdb_labelled
10/10  ,1,imdb_labelled
I liked this movie way too much.  ,1,imdb_labelled
My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0,imdb_labelled
It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1,imdb_labelled
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0,imdb_labelled
"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0,imdb_labelled
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0,imdb_labelled
"This was a poor remake of ""My Best Friends Wedding"".  ",0,imdb_labelled
"All in all, a great disappointment.  ",0,imdb_labelled
"I cannot believe that the actors agreed to do this ""film"".  ",0,imdb_labelled
I could not stand to even watch it for very long for fear of losing I.Q.  ,0,imdb_labelled
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0,imdb_labelled
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,imdb_labelled
